NDVI1995,NDVI2000,NDVI2005,NDVI2011,NDVI2016,NDVI2020,NDVI2023,LULC1995,LULC2000,LULC2005,LULC2011,LULC2016,LULC2020,LULC2023,TMAX1990,TMAX1995,TMAX2000,TMAX2005,TMAX2011,TMAX2016,TMAX2020,TMAX2021,TMIN1990,TMIN1995,TMIN2000,TMIN2005,TMIN2011,TMIN2016,TMIN2020,TMIN2021,Prec1995,Prec2000,Prec2005,Prec2011,Prec2016,Prec2020,Prec2023,BSI1995,BSI2000,BSI2005,BSI2011,BSI2016,BSI2020,BSI2021,SMI2016,SMI2020,SMI2021
0.412103062,0.029885802,0.209101989,0.16175128,0.303070015,0.102809307,0.441414779,1,1,1,1,4,1,4,-1.097303148,-1.089795039,-1.090554091,-1.086909388,-1.099194762,-1.079797649,-1.083812979,-1.128623393,-1.115818478,-1.120633004,-1.117659526,-1.104205015,-1.127002962,-1.113791196,-1.124780056,-1.139814691,1.24724449,1.432230319,1.03652611,1.111095726,1.433150566,1.376264145,1.020632967,0.213722,0.239948,0.196335,0.170769,0.174636,0.124466,0.129877,24.52927,21.67724,12.40992
0.240591477,0.505784668,0.845022618,0.349967571,0.254978648,0.832058322,1.015573152,4,2,2,2,4,4,4,-1.012744996,-1.002407619,-1.000768598,-0.999997126,-1.007199747,-0.990954345,-0.980572189,-1.038811205,-1.063682445,-1.07185206,-1.069357505,-1.062207233,-1.082242543,-1.065178634,-1.069070581,-1.096250959,1.138704878,1.229704844,0.902881212,0.930072746,1.284005454,1.271372525,0.90989845,0.0884,0.149665,0.005319,-0.037262,0.043546,0.00936,0.056908,24.52927,21.67724,12.40992
0.119569026,0.519496318,0.843664151,1.139651565,0.53214775,0.884664159,0.913872808,4,4,1,4,4,4,4,-0.967213683,-0.956529178,-0.959160815,-0.955426913,-0.96120224,-0.943282063,-0.930099005,-1.000320267,-1.041818785,-1.048302603,-1.045206391,-1.037008523,-1.056419264,-1.041710668,-1.036723102,-1.071117959,0.933270773,1.125905543,0.849175972,0.849629575,1.145520037,1.149340404,0.830238042,0.046549,0.006721,0.05345,-0.049938,-0.03345,-0.12214,-0.013174,24.52927,21.67724,12.40992
0.69233637,0.522085088,1.292772153,1.708611523,1.329376979,1.460708438,1.588284914,4,4,4,4,2,1,4,-1.00190412,-0.993668694,-0.992009134,-0.993311567,-0.996248135,-0.980119688,-0.962218179,-1.038811205,-1.062000501,-1.073534091,-1.0676325,-1.062207233,-1.082242543,-1.063502408,-1.060085098,-1.099601892,0.778828949,0.858507293,0.735706261,0.72195476,0.782491684,0.6363321,0.407089165,0.106475,0.121698,0.092451,-0.023682,0.039082,-0.051998,-0.07828,24.52927,21.67724,12.40992
0.511533948,1.272203349,1.453551401,1.290608187,0.995740553,0.862455876,0.963634983,4,1,1,1,4,1,4,-1.084294202,-1.074502313,-1.0752247,-1.071309841,-1.079481545,-1.058128595,-1.053987953,-1.128623393,-1.12254565,-1.130725599,-1.126284968,-1.117644394,-1.137332274,-1.122172728,-1.115794573,-1.154894491,0.968580593,0.940595357,0.86038313,0.834459297,0.900265934,0.765839246,0.580159189,0.000956,0.066474,-0.055669,-0.130891,-0.08943,-0.135677,-0.123394,25.08585,22.47714,11.50369
0.729813111,0.676860934,0.903383998,0.768371671,0.657611141,0.245157014,0.878819862,4,1,4,1,4,4,4,-1.491907946,-1.485223422,-1.482543855,-1.488042907,-1.48688804,-1.467675352,-1.469245261,-1.519947926,-1.386589906,-1.393133076,-1.400571835,-1.379710976,-1.411059029,-1.383674423,-1.394342379,-1.417953358,1.636480821,1.53649698,1.490235593,1.585375778,1.545630492,1.43061865,1.278641264,-0.354887,-0.155084,-0.258454,-0.302046,-0.271999,-0.265411,-0.275269,25.08585,22.47714,11.50369
0.454946681,0.521072682,0.894091381,1.363100801,1.217222444,1.148920938,1.037849733,4,4,1,4,1,1,4,-2.435056569,-2.437747427,-2.44171477,-2.457448912,-2.444074357,-2.408116142,-2.469533712,-2.4629759,-1.807042262,-1.813657812,-1.833565638,-1.801369251,-1.841446941,-1.801071359,-1.841815836,-1.843538689,1.632312929,1.705968211,1.873000081,1.853412705,1.885619986,1.739826199,1.579797915,-0.170902,-0.130405,-0.17325,-0.20126,-0.206256,-0.245769,-0.201602,25.08585,22.47714,11.50369
1.188087053,0.74937368,1.397303843,1.718350106,1.59436927,1.410084819,1.439885805,4,1,4,1,2,1,4,-1.190533845,-1.181551922,-1.180339321,-1.178278779,-1.180238165,-1.157806555,-1.136580585,-1.229127337,-1.209999888,-1.213148393,-1.217713993,-1.204999854,-1.228574594,-1.205987239,-1.19666327,-1.248724425,1.646819077,1.710274079,1.833982613,1.780980723,1.804021756,1.707468286,1.483094231,-0.246564,-0.158796,-0.164518,-0.212513,-0.146813,-0.188704,-0.184597,23.95876,13.83933,2.793319
1.025370096,1.017640942,1.983259823,1.998530452,1.867667131,1.470088103,1.520810881,2,2,2,2,2,2,2,-2.012265807,-2.009548466,-2.008116959,-2.018430739,-2.010383571,-1.974733243,-2.012980088,-2.041713885,-1.63886136,-1.640401661,-1.655882812,-1.631698073,-1.665848645,-1.631765707,-1.656716446,-1.674309957,1.449800085,1.431809335,1.680483816,1.49128298,1.656875283,1.721987702,1.385299332,-0.270869,-0.09801,-0.125814,-0.246066,-0.106976,-0.229431,-0.100856,23.95876,13.83933,2.793319
-0.062970123,-0.015991827,0.193643572,0.150919181,0.051978998,-0.082158747,0.403742132,4,4,1,4,4,4,4,-1.353145677,-1.349772961,-1.340201315,-1.343189315,-1.340134175,-1.315991455,-1.338473594,-1.376675931,-1.299135668,-1.302299719,-1.310868023,-1.294035363,-1.319816709,-1.291478178,-1.318864928,-1.330825491,1.253544396,1.121356348,1.389377832,1.277303148,1.338033038,1.53550072,1.075338335,0.002666,-0.059028,-0.091703,-0.231642,-0.299924,-0.343962,-0.30209,12.73213,20.92588,8.308844
0.936085353,0.737034554,1.284978535,1.862923119,1.670849736,1.441805623,1.693948241,2,1,4,1,2,1,4,-0.672344315,-0.663780941,-0.65914608,-0.641205657,-0.661123437,-0.633413525,-0.650201661,-0.705223078,-0.83327445,-0.836358102,-0.831297206,-0.833738796,-0.844668378,-0.828821333,-0.842638229,-0.863351692,1.253544396,1.121356348,1.389377832,1.277303148,1.338033038,1.53550072,1.075338335,0.128728,0.142476,0.072893,0.061442,0.034513,-0.073065,-0.014101,22.78856,20.33685,9.195449
0.696175451,1.554508405,1.66026674,1.936572225,1.75095509,1.613737803,2.165926092,4,1,4,1,2,1,2,-0.030569534,-0.021482762,-0.010939165,0.013979091,-0.010587258,0.005826297,-0.000931895,-0.065845749,-0.310231569,-0.313225382,-0.293073919,-0.30624594,-0.305822695,-0.302465491,-0.299919346,-0.330532094,0.699730079,0.736516787,0.862663315,0.824487054,0.841736104,0.882921693,0.531181398,0.081179,0.069893,0.047485,-0.006491,-0.018118,-0.08904,-0.058485,22.78856,20.33685,9.195449
0.586435197,1.008508902,2.153595183,2.327294933,1.855642823,1.900123151,2.320190658,4,4,1,4,2,1,1,-1.773768367,-1.764863533,-1.769419262,-1.784436186,-1.782586303,-1.755874836,-1.788144499,-1.79152279,-1.482453059,-1.489012732,-1.49200086,-1.472106178,-1.50230135,-1.484251998,-1.511152791,-1.50675649,1.732653088,1.819102594,1.369748613,1.509986917,1.839400729,1.76358975,1.462987383,0.080237,0.084964,0.047017,-0.078035,-0.049159,-0.090613,-0.100939,22.78856,20.33685,9.195449
0.586546191,0.691856777,0.939769832,0.811179069,0.581564724,0.494220331,0.706582076,4,1,4,1,4,1,4,-1.645846973,-1.638151735,-1.64240585,-1.652953443,-1.646784313,-1.625859992,-1.636724673,-1.669634821,-1.442089626,-1.453688648,-1.457499298,-1.438507831,-1.46614876,-1.445697193,-1.462631573,-1.47659689,1.732653088,1.819102594,1.369748613,1.509986917,1.839400729,1.76358975,1.462987383,0.162708,0.135475,0.085742,-0.052889,0.049595,0.009655,-0.015122,24.52927,21.67724,12.40992
0.562904505,0.432972957,0.733376544,0.677804568,0.453673009,-0.007918566,0.682943979,4,4,4,4,4,4,4,-1.268587524,-1.264570141,-1.26355515,-1.265191042,-1.267852378,-1.250984033,-1.232938656,-1.299694056,-1.289044809,-1.293889156,-1.295342351,-1.285635725,-1.309487397,-1.289801952,-1.284720439,-1.319096825,1.568681054,1.559114146,1.200956156,1.289685235,1.648665979,1.61826845,1.28212739,0.132738,0.204079,-0.008353,0.018882,0.050738,0.043508,0.077389,24.52927,21.67724,12.40992
1.457691069,1.589854291,2.107284342,1.338396518,2.131345546,1.602285578,1.82161463,4,1,2,1,2,2,1,-1.212215596,-1.201214111,-1.208808039,-1.205021014,-1.215283798,-1.192477353,-1.166405611,-1.252649662,-1.248681377,-1.25688304,-1.259115784,-1.248677685,-1.269891841,-1.247894696,-1.237996231,-1.283910625,1.374320377,1.408462455,1.076730323,1.158517151,1.476387253,1.517642359,1.206683609,0.042641,0.131237,0.107646,-0.178468,0.007098,-0.04004,0.035024,24.52927,21.67724,12.40992
0.487128363,1.330039602,1.80120183,1.886064419,1.972601216,1.636387169,2.07182349,4,1,4,1,4,1,1,-1.242569631,-1.238353889,-1.239466295,-1.238448807,-1.243758358,-1.222813977,-1.19164234,-1.282587144,-1.273908522,-1.285478592,-1.286716909,-1.272196346,-1.295715119,-1.279744195,-1.263155453,-1.312394758,1.219663764,1.076798211,0.960991515,1.017861699,1.053220184,0.921493798,0.702033913,0.115724,0.059558,-0.075523,-0.087255,-0.029489,-0.158595,-0.146384,24.52927,21.67724,12.40992
0.462637901,0.469786493,0.698437008,0.67323585,0.193420055,1.352903406,1.316474151,4,4,1,4,4,4,4,-1.342305061,-1.336664835,-1.335821452,-1.336503756,-1.337943905,-1.315991455,-1.292588707,-1.380952788,-1.32268107,-1.327531207,-1.33501893,-1.319234072,-1.343918504,-1.321651451,-1.313473682,-1.362660758,1.331915005,1.192255198,1.201359536,1.115711942,1.168379186,1.081312382,0.888931415,0.083769,0.060868,0.00251,-0.164978,-0.011645,-0.09194,-0.058937,25.08585,22.47714,11.50369
-0.14543201,0.440929519,1.017881682,0.91078628,0.850281617,0.818772678,0.81592271,4,1,4,1,4,4,4,-1.903857833,-1.900314257,-1.896432675,-1.909233102,-1.900865608,-1.875055283,-1.882208421,-1.939071385,-1.576634267,-1.584892387,-1.595505338,-1.572901017,-1.603872776,-1.576448041,-1.581238995,-1.619017357,1.823062123,1.614451523,1.644022418,1.699331201,1.660639938,1.528838717,1.372263394,-0.097551,-0.020795,-0.056108,-0.137063,-0.137608,-0.130979,-0.139302,25.08585,22.47714,11.50369
-0.538474225,-0.250673022,-0.181433837,0.283331847,0.181671426,0.349194238,0.016135694,3,3,4,3,4,4,4,-2.660544802,-2.664954771,-2.662893539,-2.689215034,-2.665300552,-2.626974289,-2.678309716,-2.68964467,-1.914678015,-1.919630063,-1.938795122,-1.912243574,-1.948183229,-1.905001386,-1.938858272,-1.959150489,2.052005189,1.931495347,2.136319905,2.199160769,2.107550186,2.036269714,1.846785338,-0.217227,-0.189685,-0.221018,-0.253108,-0.270296,-0.28317,-0.191512,25.08585,22.47714,11.50369
-0.366688419,-0.021257698,0.341903844,0.558290801,0.076625897,0.195569676,-0.11575504,4,4,4,4,4,4,4,-2.07731054,-2.075089097,-2.07600366,-2.087514756,-2.073904026,-2.046241407,-2.049687833,-2.114418904,-1.721269968,-1.729552784,-1.743861619,-1.719053533,-1.75192631,-1.717256646,-1.72680265,-1.769815357,2.153086921,2.059232419,2.213848217,2.197388633,2.076047069,2.053794429,1.802229,-0.385482,-0.35046,-0.333662,-0.400555,-0.377835,-0.352047,-0.292725,23.95876,13.83933,2.793319
-0.092546714,0.769934359,1.526024441,1.398099012,0.880412774,1.09460391,1.53360548,4,4,1,4,4,1,4,-2.688731026,-2.693355886,-2.693552057,-2.718185699,-2.693775112,-2.650810431,-2.71501746,-2.719582151,-1.97858685,-1.980185634,-2.004348027,-1.97776022,-2.015323754,-1.968700583,-2.007147466,-2.021145356,2.19324531,1.949162789,2.208290136,2.208994189,2.174635966,2.32011057,1.926319392,-0.365334,-0.33904,-0.339633,-0.309669,-0.378303,-0.403309,-0.389283,23.95876,13.83933,2.793319
-0.032721039,0.945134991,0.840426081,0.962713938,1.092662343,0.814590357,0.642767116,4,1,4,1,2,1,4,-2.484924024,-2.490179931,-2.49208228,-2.504247822,-2.490071864,-2.453621338,-2.517712748,-2.510020294,-1.870951097,-1.874213384,-1.892218106,-1.86520605,-1.90342281,-1.859741477,-1.908307804,-1.907209023,1.698525532,1.554639161,1.858313891,1.831691402,1.727436134,1.920555119,1.473377416,-0.114835,-0.06671,0.019571,-0.162941,-0.213794,-0.209977,-0.158125,14.34818,19.68472,7.058113
-0.697417391,-0.581505629,-0.522742802,-0.248998215,-0.612666104,-0.410330103,-0.623715801,4,3,3,3,3,3,3,-0.956372808,-0.952159715,-0.941641624,-0.937598668,-0.945869825,-0.917279094,-0.925510434,-0.985351398,-1.053591587,-1.058395199,-1.055556839,-1.0504477,-1.070191749,-1.048415772,-1.063679334,-1.087873225,1.698525532,1.554639161,1.858313891,1.831691402,1.727436134,1.920555119,1.473377416,0.005985,0.010576,-0.235099,-0.224797,-0.197939,-0.239742,-0.229064,22.01429,19.65414,12.59481
-0.594193128,-0.338433013,-0.198391252,-0.174839564,-0.41019435,-0.42911069,-0.593969119,3,3,3,3,3,3,3,-0.199685838,-0.191888401,-0.183940487,-0.157616736,-0.181435144,-0.165360088,-0.156940017,-0.236916669,-0.44982184,-0.452839482,-0.432804965,-0.447358714,-0.450433057,-0.439921443,-0.438294744,-0.479654627,0.930600294,0.964835534,1.182347345,1.177787685,1.034526083,1.166383018,0.813057469,0.107816,0.114149,0.050587,-0.055892,-0.015481,-0.061315,-0.034062,22.01429,19.65414,12.59481
-0.109894397,0.702959271,0.642792562,1.739161246,1.105232144,1.012897198,1.355739285,4,1,1,1,4,1,4,-1.871335466,-1.874098005,-1.878913746,-1.884719566,-1.885533194,-1.857719884,-1.873031554,-1.898442147,-1.517771062,-1.526018847,-1.529952433,-1.51410396,-1.53845394,-1.519454149,-1.532717777,-1.548644957,2.089713817,2.164338347,1.591620679,1.900250026,2.198224041,2.17012164,1.85716034,0.041483,0.127085,0.022597,-0.21528,-0.050622,-0.163418,-0.193858,22.01429,19.65414,12.59481
-0.043604964,0.529701916,0.540737733,0.941273025,1.039104314,1.012918455,0.966728784,4,1,1,1,1,1,4,-1.955893619,-1.952746761,-1.959939512,-1.96940313,-1.968766866,-1.942229532,-1.948741466,-1.986115778,-1.541316263,-1.549568303,-1.555828552,-1.535942976,-1.564277219,-1.546274768,-1.54350027,-1.57210229,2.089713817,2.164338347,1.591620679,1.900250026,2.198224041,2.17012164,1.85716034,0.121396,0.113039,-0.032776,-0.184103,0.043185,-0.053009,0.010946,23.51497,20.49189,12.6287
-0.438396963,-0.232850596,0.182752415,0.131046976,-0.279886043,-0.19435867,-0.400141587,4,4,2,4,4,2,4,-1.760759421,-1.75830947,-1.758469735,-1.76437951,-1.762873086,-1.740706524,-1.723905877,-1.787245934,-1.511043689,-1.517608284,-1.524777209,-1.505704525,-1.535010768,-1.51442527,-1.505761545,-1.545293824,2.30599934,2.238855822,1.710654989,2.025426305,2.338303785,2.519651308,2.14581469,0.000173,0.094528,-0.090743,-0.194641,-0.11698,-0.149343,-0.150454,23.51497,20.49189,12.6287
-0.329329201,-0.201085502,-0.924491836,-0.927464272,-1.100911671,-1.269512719,-0.945945184,3,4,4,4,4,4,2,-1.97757511,-1.976778151,-1.97526864,-1.987231376,-1.979718479,-1.961731759,-1.939564324,-2.001084647,-1.596815983,-1.60003128,-1.61103101,-1.593059984,-1.624531399,-1.593210903,-1.588427252,-1.630746024,2.025336472,2.152805265,1.746762578,1.902786855,2.214164756,2.492804732,2.133914196,0.024459,0.043112,0.001952,-0.064854,-0.126728,-0.161351,-0.099891,23.51497,20.49189,12.6287
-0.021765295,0.009012568,-0.010975512,1.376795505,0.305058425,0.559282788,0.519489183,4,2,4,2,4,4,4,-1.801954332,-1.797633848,-1.797887718,-1.806721292,-1.802299521,-1.779710977,-1.756025325,-1.832152028,-1.534589092,-1.542839772,-1.552378334,-1.532583081,-1.560834047,-1.532864358,-1.520138058,-1.570426824,1.975979195,1.852569764,1.720261427,1.911660652,1.743800345,1.777926056,1.539861389,-0.064225,-0.060863,-0.1303,-0.154697,-0.112499,-0.215335,-0.155238,23.51497,20.49189,12.6287
-0.230929905,0.476560782,0.327341313,1.44429001,0.82951769,1.124650723,0.602122232,4,1,4,1,4,4,4,-1.730405126,-1.729908617,-1.725621416,-1.735408578,-1.727827453,-1.708202813,-1.673432693,-1.765862165,-1.514407375,-1.522654581,-1.528227427,-1.512424113,-1.540175424,-1.512748843,-1.494979052,-1.555347024,1.928317079,1.836536638,1.838634169,1.950381632,1.771225038,1.834847041,1.715236886,-0.111656,-0.049987,-0.105774,-0.199979,-0.125688,-0.118398,-0.090183,24.69772,19.97123,9.198464
-0.391133178,-0.461763115,-0.09872545,0.471782872,0.355636771,0.649641112,0.031185302,4,4,4,4,4,4,4,-2.263771933,-2.262972325,-2.264333847,-2.276938828,-2.264465129,-2.239096845,-2.237815678,-2.302596993,-1.733042568,-1.737963348,-1.754212067,-1.730812864,-1.763977105,-1.728990629,-1.723208414,-1.776517423,2.288794499,2.098867143,2.190496578,2.404539088,2.157579999,2.062944886,1.895784241,-0.303488,-0.124378,-0.15096,-0.226628,-0.267716,-0.296962,-0.260656,24.69772,19.97123,9.198464
-0.469357713,-0.506506033,-0.228669841,0.526636113,-0.394703522,0.844366143,-0.365860572,3,3,3,3,3,4,3,-3.27413362,-3.28540616,-3.284821799,-3.317657547,-3.287361908,-3.244544797,-3.304637175,-3.305499673,-2.198903987,-2.205586996,-2.233782884,-2.196149172,-2.239125435,-2.195000127,-2.221000099,-2.247342355,2.526740035,2.343044813,2.524409361,2.762744426,2.415317224,2.379640487,2.14538973,-0.214508,-0.030468,-0.229924,-0.293206,-0.279867,-0.283499,-0.280322,24.69772,19.97123,9.198464
-0.702268474,-0.564016142,-0.469399552,-0.274469676,-0.112009104,0.224447352,-0.235884469,3,3,3,3,3,4,3,-3.547321497,-3.558492208,-3.556367815,-3.59622258,-3.558966414,-3.506741572,-3.584534244,-3.574936237,-2.444448068,-2.447809283,-2.48564385,-2.439736633,-2.490472085,-2.438062533,-2.477982919,-2.493645754,2.802811492,2.52790738,2.829472203,2.97412032,2.660103668,2.630736162,2.259437078,-0.168472,-0.036023,-0.315782,-0.356084,-0.176675,-0.371308,-0.088577,23.05946,13.25601,3.945069
-0.80719029,-0.806511211,-0.72086818,-0.842570852,-0.922130738,-1.056023044,-0.891703379,3,3,3,3,3,3,3,-3.879049633,-3.899303487,-3.891420669,-3.939414502,-3.896281382,-3.842613078,-3.94243565,-3.897832351,-2.580674653,-2.582377085,-2.623649683,-2.57916956,-2.633360963,-2.572166033,-2.63073483,-2.62601282,2.649506879,2.388536304,2.685400959,2.844304031,2.582581205,2.780524699,2.285057988,-0.04854,-0.072666,-0.126098,-0.13251,-0.108328,-0.190542,-0.114667,23.05946,13.25601,3.945069
-0.631493584,-0.422265683,-0.3818487,-0.016142458,0.171588604,0.364664042,-0.202958891,4,4,4,4,4,4,4,-2.888201366,-2.89653184,-2.895021572,-2.914295598,-2.89747836,-2.852333438,-2.926087612,-2.91203684,-2.064359145,-2.064290662,-2.095776844,-2.061755986,-2.103122902,-2.054191522,-2.105986913,-2.106597556,2.163821127,1.871881497,2.238402961,2.254582073,2.066702995,2.341148452,1.88073806,-0.18461,-0.084872,-0.071059,-0.165387,-0.210861,-0.185923,-0.063046,6.092265,11.99894,6.065013
-0.532526261,-0.034473336,0.177722574,0.757631177,0.330596883,0.736167856,-0.355819395,4,4,4,4,4,4,4,-0.791592905,-0.788308139,-0.779589829,-0.763774143,-0.775021939,-0.754760539,-0.725911573,-0.829249347,-0.967819293,-0.970926107,-0.969303245,-0.968131982,-0.980671118,-0.962924833,-0.952260169,-1.007447626,2.163821127,1.871881497,2.238402961,2.254582073,2.066702995,2.341148452,1.88073806,0.007787,-0.046025,-0.034848,-0.257171,-0.130475,0.007393,-0.000591,12.17551,15.00382,7.187748
-0.653045975,-0.261537704,-0.113340681,-0.128946278,-0.276319809,-0.303306267,-0.485515901,3,3,4,3,4,4,4,-0.251721625,-0.250874969,-0.232117934,-0.213329903,-0.236193994,-0.217366025,-0.189059465,-0.294653076,-0.512048732,-0.516759319,-0.500082876,-0.511195311,-0.515852099,-0.50864952,-0.490409983,-0.548351561,1.186103079,1.189308337,1.346200546,1.407408027,1.241684658,1.414347868,0.951993113,-0.096168,-0.191499,-0.184621,-0.199502,-0.026689,-0.238988,-0.081102,12.17551,15.00382,7.187748
-0.669871334,-0.631378526,-0.574130328,-0.378084533,-0.646856198,-0.368294325,-0.680346335,4,4,4,4,4,4,4,-1.708723635,-1.701507503,-1.701532824,-1.710895041,-1.716875578,-1.686533759,-1.675726841,-1.735924683,-1.507680204,-1.515926252,-1.516151767,-1.497304887,-1.524681456,-1.509396391,-1.505761545,-1.540267224,2.294278115,2.38093726,1.826177336,2.055452985,2.390101426,2.331834294,2.142469973,-0.061519,0.103963,-0.113453,-0.249348,-0.00828,-0.170442,-0.15783,12.17551,15.00382,7.187748
-0.34052652,0.135277968,0.4726153,0.86969072,0.579517659,0.369701958,-0.084075493,4,1,4,1,4,1,4,-1.847485644,-1.84351229,-1.841685564,-1.855748633,-1.852677831,-1.825216173,-1.815675376,-1.879196678,-1.511043689,-1.519290517,-1.526502215,-1.504024476,-1.533289285,-1.512748843,-1.502167308,-1.54696929,2.294278115,2.38093726,1.826177336,2.055452985,2.390101426,2.331834294,2.142469973,0.10435,0.092692,0.007597,-0.21224,-0.133825,-0.175766,-0.170695,19.51184,18.40437,9.177444
-0.545388487,-0.521488286,-0.330830068,-0.208332045,-0.110789076,-0.445521118,-0.32517314,2,2,2,2,2,2,2,-2.059965191,-2.061980971,-2.06067427,-2.074143638,-2.069523224,-2.039740665,-2.029039675,-2.093035135,-1.606906841,-1.613487939,-1.624831469,-1.604819315,-1.633139227,-1.609973966,-1.595615509,-1.645825823,2.449743855,2.426947476,2.003915334,2.198826415,2.521833642,2.584594427,2.3792779,0.038253,-0.0074,-0.0891,-0.231699,-0.037697,-0.058133,-0.267872,19.51184,18.40437,9.177444
-0.662722025,-0.659039638,-0.37569461,-0.282359015,-0.478386842,-0.216221526,-0.56182155,4,4,4,4,4,4,4,-2.181382112,-2.184323568,-2.181118281,-2.198940822,-2.189992799,-2.161087939,-2.143751756,-2.212784805,-1.687633706,-1.694228701,-1.705910046,-1.68377534,-1.717495203,-1.687083373,-1.669295949,-1.724575957,2.374804015,2.534569427,2.211071136,2.379577324,2.66471505,2.747079477,2.529802022,-0.05666,-0.061156,-0.186049,-0.174819,-0.20185,-0.180149,-0.202584,19.51184,18.40437,9.177444
-0.497876599,0.017648597,0.043972134,0.749959395,-0.109574915,0.316766637,-0.316444854,4,4,4,4,4,4,4,-2.261603862,-2.260787724,-2.262144047,-2.272481967,-2.264465129,-2.234762931,-2.221755816,-2.285489824,-1.736406255,-1.743009645,-1.754212067,-1.730812864,-1.763977105,-1.734019508,-1.719614177,-1.771490823,2.520624972,2.416335892,2.327341877,2.393600391,2.250183494,2.307986371,2.112021288,-0.133803,-0.088586,-0.214481,-0.292357,-0.269318,-0.207948,-0.213587,14.22575,14.56166,11.06452
-0.661187699,-0.505942076,-0.347564976,-0.035373439,-0.530760036,-0.538387771,-0.683756202,3,4,4,4,4,4,4,-2.541296212,-2.542612436,-2.54463959,-2.56441785,-2.547021247,-2.520795587,-2.522301319,-2.574171857,-1.870951097,-1.875895416,-1.89739333,-1.870245792,-1.90342281,-1.869799234,-1.865177832,-1.913911089,2.536907333,2.420062515,2.433615097,2.56214426,2.236837392,2.35993578,2.211360507,-0.230724,-0.19194,-0.196829,-0.205745,-0.165821,-0.153333,-0.145288,14.22575,14.56166,11.06452
-0.592985254,-0.318633337,0.39774152,0.312043777,-0.197622178,-0.079751388,-0.645384563,3,4,4,4,4,4,4,-2.753775759,-2.761081116,-2.761438495,-2.785041286,-2.76386664,-2.728819337,-2.74025419,-2.783733714,-1.976905108,-1.980185634,-2.000897808,-1.972720478,-2.010159098,-1.968700583,-1.978394008,-2.024496289,2.647824431,2.433550753,2.534488796,2.643582828,2.410771436,2.386153325,2.180688363,-0.362028,-0.317367,-0.263995,-0.262555,-0.295858,-0.194691,-0.199135,14.22575,14.56166,11.06452
-0.214822742,0.1236319,0.327862449,0.560225923,0.299427529,0.487885735,0.148117601,4,4,4,4,4,4,4,-2.857847331,-2.863761525,-2.859983452,-2.885324666,-2.862432728,-2.828497297,-2.845789128,-2.890652815,-2.013904854,-2.023920281,-2.045749818,-2.013038413,-2.053197828,-2.013960492,-2.012538713,-2.063033622,2.703408114,2.495146516,2.731688342,2.759879575,2.474120039,2.438156716,2.209444191,-0.076008,0.044134,-0.055059,-0.199014,-0.156926,-0.139689,-0.206785,17.81611,8.65505,1.967874
-0.219634651,-0.129768619,0.229584391,1.105162898,0.105683664,0.496218491,-0.223825332,4,4,4,4,4,4,4,-3.846527267,-3.866533171,-3.862952213,-3.905986709,-3.861235749,-3.812276455,-3.891962466,-3.880725439,-2.565538366,-2.568920426,-2.606399005,-2.562370286,-2.609259167,-2.555403171,-2.598387352,-2.62098622,2.782488418,2.611644776,2.822067272,2.83757351,2.587153649,2.484084353,2.146928876,-0.155326,-0.122576,-0.165433,-0.192862,-0.103419,-0.24965,-0.224922,17.81611,8.65505,1.967874
-0.617462658,-0.343345561,0.050331164,0.337555315,-0.249889793,-0.069473614,-0.306421912,3,4,4,4,4,4,4,-3.774978061,-3.787884415,-3.790685911,-3.830217133,-3.791144221,-3.742935118,-3.83231214,-3.799466707,-2.520129504,-2.521821513,-2.558096985,-2.515332762,-2.564498748,-2.508466835,-2.560648626,-2.56569362,2.575737481,2.3243939,2.68973003,2.677123663,2.514281746,2.511793219,2.10783224,-0.216874,-0.10298,-0.251301,-0.208189,-0.348589,-0.313686,-0.291034,13.05338,11.57506,2.426333
0.384341546,1.581401719,1.162874607,1.741210871,1.41341223,1.13197377,0.650632299,4,2,2,2,2,4,4,-2.864351804,-2.870315588,-2.868742917,-2.894238922,-2.864622998,-2.821996555,-2.889379592,-2.890652815,-2.060995458,-2.067654726,-2.094051839,-2.061755986,-2.099679729,-2.054191522,-2.091610184,-2.104921888,2.244044622,2.030867475,2.456088691,2.42550289,2.179651476,2.266108234,1.864605441,-0.236125,-0.086618,-0.155135,-0.25002,-0.273291,-0.323751,-0.235175,12.8241,12.15246,9.467674
-0.587370272,-0.447603017,-0.567168184,0.007657242,-0.169027787,0.604836605,-0.545258471,4,1,4,1,4,4,4,-1.602483992,-1.603196557,-1.596418203,-1.595011846,-1.596406003,-1.567353313,-1.581662919,-1.635420739,-1.50599826,-1.510879954,-1.523052203,-1.504024476,-1.531567595,-1.50101486,-1.523732294,-1.54696929,2.244044622,2.030867475,2.456088691,2.42550289,2.179651476,2.266108234,1.864605441,0.116914,0.115939,0.042203,0.029586,0.035132,-0.175578,-0.108692,12.8241,12.15246,9.467674
-0.435276078,-0.414050924,-0.247893319,0.441490784,0.160778458,0.707221094,0.019381449,4,4,4,4,4,2,4,-0.427342403,-0.421280608,-0.409498856,-0.3826973,-0.404851609,-0.390718977,-0.372598739,-0.472138895,-0.673502462,-0.676558812,-0.669140259,-0.672467054,-0.675956427,-0.671249866,-0.653944603,-0.707527093,1.64086537,1.460147952,1.886601032,1.750462485,1.557196878,1.768324236,1.307108006,0.004003,0.007608,-0.042841,-0.144994,-0.096885,-0.183904,-0.120904,12.8241,12.15246,9.467674
