NDVI1995,NDVI2000,NDVI2005,NDVI2011,NDVI2016,NDVI2020,NDVI2023,LULC1995,LULC2000,LULC2005,LULC2011,LULC2016,LULC2020,LULC2023,TMAX1990,TMAX1995,TMAX2000,TMAX2005,TMAX2011,TMAX2016,TMAX2020,TMAX2021,TMIN1990,TMIN1995,TMIN2000,TMIN2005,TMIN2011,TMIN2016,TMIN2020,TMIN2021,Prec1995,Prec2000,Prec2005,Prec2011,Prec2016,Prec2020,Prec2023,BSI1995,BSI2000,BSI2005,BSI2011,BSI2016,BSI2020,BSI2021,SMI2016,SMI2020,SMI2021
2.824671507,2.780946802,2.81774499,2.076484916,2.099607238,0.440317815,0.622690841,2,2,2,2,1,1,1,-1.771600296,-1.762678933,-1.756279935,-1.746551264,-1.778205764,-1.827383,-1.70784629,-1.787245934,-1.759951658,-1.768241134,-1.743861619,-1.732492912,-1.739875515,-1.794366053,-1.742976389,-1.778192889,2.108899666,2.500369322,2.553959714,2.038967823,2.211337719,2.102617515,2.11344586,-0.01539,0.061108,-0.16415,-0.223376,-0.009095,0.074637,-0.027314,2.709662,13.8875,3.914554
3.045647167,3.417247503,3.124735098,2.719185584,2.925331145,2.201733848,2.002143073,2,2,2,2,2,2,2,-1.832308627,-1.8216655,-1.813217108,-1.808949723,-1.835154883,-1.888056767,-1.781261779,-1.849259197,-1.77845143,-1.785062058,-1.766287727,-1.75265188,-1.760534138,-1.809452689,-1.768135396,-1.799974957,2.06182238,2.492520162,2.564879202,1.960292611,2.205607203,2.256842199,2.098351624,0.124775,0.071874,0.049439,-0.159646,-0.195579,-0.020016,-0.115319,2.709662,13.8875,3.914554
2.337042961,1.538880658,2.3954023,2.214536915,2.403581749,1.092828948,1.186206295,2,1,2,1,2,1,1,-1.823636083,-1.815111437,-1.802267581,-1.800035734,-1.824203271,-1.883722852,-1.77437906,-1.849259197,-1.775087945,-1.783380026,-1.762837509,-1.75265188,-1.757090966,-1.809452689,-1.769932621,-1.803325889,1.98169321,2.127917052,2.246328506,1.727970525,2.068941668,2.138326309,1.855170187,-0.013356,-0.033234,-0.155555,-0.226581,-0.144005,-0.14303,-0.04627,2.709662,13.8875,3.914554
1.420782355,1.169379569,1.792043889,1.219701457,1.294571006,1.069021073,0.840837227,1,1,1,1,1,1,1,-1.908194235,-1.902498857,-1.894242874,-1.889176427,-1.911817484,-1.976900071,-1.884502569,-1.936933085,-1.80031509,-1.805247249,-1.788713628,-1.776170542,-1.782914245,-1.841302389,-1.811265367,-1.830134557,2.001800725,2.115192418,2.195120212,1.78954506,2.14685501,2.091027698,1.89546484,-0.002578,-0.090274,-0.176643,-0.27341,-0.189724,-0.237541,-0.218357,9.949177,17.54825,4.469647
3.38818066,3.198316358,3.11243863,2.630679557,2.929407679,2.200283055,2.132690526,2,2,2,2,2,2,2,-2.424215693,-2.422454438,-2.413246314,-2.419564258,-2.428741942,-2.499126533,-2.432825968,-2.450145587,-1.934859731,-1.944861551,-1.930169679,-1.913923623,-1.920638467,-1.980434567,-1.964017494,-1.974230289,2.050719133,2.152208712,2.165722991,1.759011457,2.15122764,2.171328948,1.782806783,0.007726,-0.088122,-0.079026,-0.159703,-0.197388,-0.017616,0.062113,9.949177,17.54825,4.469647
2.848528652,3.187927304,2.708482088,2.096380023,2.734696004,2.081955793,2.339884007,2,2,2,2,2,2,2,-2.664881204,-2.667139634,-2.654134074,-2.660244369,-2.665300552,-2.739653994,-2.692075154,-2.68964467,-2.029041141,-2.028966579,-2.021598704,-2.002958929,-2.011880581,-2.067601933,-2.064653951,-2.066384756,2.341453883,2.369006149,2.425412642,2.128924743,2.263997691,2.263309817,1.898888899,0.042694,-0.042192,0.014851,-0.047943,0.039071,-0.110748,-0.039441,11.22041,17.46118,6.877266
0.577261883,0.616639751,1.025862675,0.64014986,0.507113727,0.751122177,0.193302896,1,2,1,2,2,1,3,-2.81665216,-2.815698221,-2.811806006,-2.822926207,-2.827386832,-2.895671806,-2.864143138,-2.847885277,-2.040813742,-2.049151769,-2.03539937,-2.023117897,-2.030817721,-2.086041021,-2.09340741,-2.093193222,2.767984244,2.679563275,2.776537471,2.543831696,2.687578762,2.641489087,2.295252015,-0.285583,-0.225726,-0.306695,-0.255714,-0.367354,-0.386493,-0.375504,6.563953,18.28884,5.349922
0.136727367,0.552008826,0.70723191,0.702022208,0.786887118,0.912340813,-0.161754813,4,4,1,4,1,1,4,-1.429031285,-1.419682792,-1.408087753,-1.392216656,-1.421177315,-1.513180548,-1.411889359,-1.487872145,-1.541316263,-1.544522006,-1.524777209,-1.524183444,-1.514352145,-1.588182024,-1.568659276,-1.59723529,2.767984244,2.679563275,2.776537471,2.543831696,2.687578762,2.641489087,2.295252015,-0.064334,-0.118073,-0.13213,-0.175793,-0.162578,-0.216522,-0.15052,6.563953,18.28884,5.349922
0.002137553,0.438483437,1.255373324,0.630250971,0.972835712,0.903620116,0.051808615,4,1,1,1,1,1,3,-0.66150344,-0.650672815,-0.635057226,-0.603320735,-0.643600489,-0.752593712,-0.613493916,-0.737298859,-0.972864722,-0.982700734,-0.945152131,-0.954692603,-0.934189216,-1.028300257,-0.973825154,-1.037607225,2.116421018,2.291701566,2.496663804,2.230894732,2.434729497,2.375664606,2.042216742,-0.141372,-0.088613,-0.125384,-0.209043,-0.194017,-0.224012,-0.185357,6.563953,18.28884,5.349922
2.100515107,2.518325913,2.168409499,2.349440047,2.558789173,1.515610034,2.50907054,1,2,1,2,2,1,2,-1.442040231,-1.424052254,-1.427796745,-1.410044902,-1.443081066,-1.493678321,-1.340767742,-1.468626676,-1.585043382,-1.594984982,-1.564453995,-1.556101944,-1.559112564,-1.616679071,-1.539906034,-1.608964157,3.012686925,3.216022347,2.829382616,2.798439097,2.866970866,2.996377574,3.653239987,0.009915,-0.030288,-0.050383,-0.243281,-0.117713,-0.257312,-0.146004,2.531949,16.06854,3.073303
2.942945228,2.834482027,2.322607209,2.401986028,2.311147079,1.769381783,2.400106755,2,1,2,1,2,2,1,-1.502748562,-1.489592885,-1.484733919,-1.467986232,-1.506601258,-1.558685743,-1.407300787,-1.528501382,-1.623725073,-1.637037395,-1.604130573,-1.593059984,-1.60042981,-1.653557448,-1.586630242,-1.649176957,3.012686925,3.216022347,2.829382616,2.798439097,2.866970866,2.996377574,3.653239987,-0.046192,-0.1514,-0.109837,-0.313168,-0.158963,-0.190475,-0.213966,2.531949,16.06854,3.073303
2.42917437,2.98382893,2.115751339,2.165706595,2.535614519,1.957777533,2.809035498,1,2,2,2,2,2,2,-1.472394526,-1.454637969,-1.449695536,-1.434558438,-1.471555625,-1.52834886,-1.372887191,-1.490010445,-1.606906841,-1.616852204,-1.588604902,-1.581300654,-1.584935842,-1.643499691,-1.574050523,-1.63242149,2.85439484,2.98687675,2.69502691,2.317429458,2.680780746,2.771152282,3.198408364,0.112869,0.005291,-0.027044,-0.107845,-0.113098,-0.22448,-0.123451,2.531949,16.06854,3.073303
2.315111886,1.630201057,1.962227007,2.101235001,1.891733344,1.445174863,2.404786964,1,1,1,1,2,1,2,-1.550448206,-1.537655927,-1.532911365,-1.521470701,-1.554789298,-1.612858508,-1.460068394,-1.56485402,-1.65567939,-1.667315181,-1.638632135,-1.630018025,-1.633139227,-1.690436026,-1.626165977,-1.675985423,2.206452595,2.710755892,2.53727157,2.194262342,2.644255032,2.64373043,2.890466721,0.103421,-0.012908,-0.092994,-0.360289,-0.333808,-0.316097,-0.337603,2.709662,13.8875,3.914554
1.859077408,2.093985022,1.914405457,1.939463456,1.778206278,1.224266484,2.082727771,1,1,1,1,1,1,1,-1.695714688,-1.684030176,-1.677443969,-1.668552991,-1.701543163,-1.760208751,-1.618370939,-1.708125758,-1.717906281,-1.724506487,-1.699009816,-1.688815082,-1.69683658,-1.752458797,-1.692657945,-1.734629157,1.892794686,2.392698451,2.338179182,1.891355408,2.072360889,2.03028802,2.095422956,0.078547,0.00815,-0.244327,-0.234595,-0.198537,-0.227261,-0.113708,2.709662,13.8875,3.914554
1.635555419,1.221596628,0.715663774,0.828452029,1.388319552,0.736874652,0.90703484,1,1,4,1,1,1,1,-1.77810477,-1.771417596,-1.762849598,-1.753236823,-1.782586303,-1.849052314,-1.719317305,-1.797937946,-1.736406255,-1.741327613,-1.721435717,-1.707294203,-1.714052237,-1.775926965,-1.721411403,-1.758086489,1.989158191,2.57724808,2.537540229,1.879293756,2.249161503,2.276373833,2.264551615,0.164054,0.034461,0.102484,-0.118627,-0.082136,-0.064251,0.016878,2.709662,13.8875,3.914554
3.399541205,3.275497044,2.995352832,2.510948232,2.540934542,2.025683118,2.904122767,2,2,2,2,2,2,2,-1.971070636,-1.963670025,-1.953369848,-1.949346454,-1.975337939,-2.041907492,-1.921210589,-1.988254335,-1.80031509,-1.810293547,-1.783538404,-1.772810848,-1.779471072,-1.841302389,-1.793294618,-1.826783423,1.898022282,2.214299245,2.271565489,1.736860377,2.133382309,2.11216525,1.905957568,-0.116043,-0.122511,-0.187195,-0.294926,-0.231618,-0.215591,-0.209829,9.949177,17.54825,4.469647
3.04562758,3.032988386,1.918925873,2.224464429,2.226126422,1.907079515,2.487790783,2,2,4,2,2,1,2,-2.103328433,-2.099120749,-2.093522589,-2.089743186,-2.111139929,-2.184923821,-2.074924562,-2.127249217,-1.845723952,-1.852346161,-1.833565638,-1.819848372,-1.825952974,-1.889914749,-1.850801318,-1.877049423,1.860891069,2.223804441,2.261004783,1.867741068,2.236316347,2.181534843,1.932945815,-0.017173,-0.084543,-0.196919,-0.246936,-0.169541,-0.160431,-0.109533,9.949177,17.54825,4.469647
3.185029303,3.73397437,3.163943265,2.645794112,2.762222871,2.13892995,3.009895501,2,2,2,2,2,2,2,-2.528287266,-2.522950246,-2.518360935,-2.524304498,-2.540450175,-2.620473547,-2.540655329,-2.559203244,-1.960086877,-1.975139337,-1.957771011,-1.942482026,-1.946461746,-2.010607839,-1.990973727,-2.006065556,1.978414332,2.316434454,2.233275325,1.876428003,2.384269144,2.256396124,1.929596466,-0.069747,-0.091724,-0.230312,-0.296024,-0.191106,-0.304406,-0.292759,16.94271,22.27121,10.3253
2.708944116,3.108191821,2.292937588,2.165769572,1.667899381,1.980416271,2.695117984,1,1,1,1,1,1,2,-2.712580588,-2.713018075,-2.704501322,-2.711500141,-2.720059402,-2.808995071,-2.731077047,-2.736689064,-2.017268541,-2.023920281,-2.012973262,-1.997919187,-2.004994443,-2.065925506,-2.046683202,-2.058007022,2.13478766,2.35902735,2.320497156,2.079743149,2.311619025,2.218587554,1.889135473,-0.144582,-0.058305,-0.146324,-0.254764,-0.185284,-0.247918,-0.22744,9.080379,19.2552,7.851686
2.913910548,2.756642258,2.753352485,2.15127334,2.557182022,1.989030683,2.624738574,1,1,1,1,1,2,2,-2.712580588,-2.710833212,-2.702311521,-2.70927171,-2.717869132,-2.808995071,-2.742548338,-2.74310422,-2.029041141,-2.035694908,-2.021598704,-2.006318825,-2.015323754,-2.084364795,-2.070045198,-2.076437956,2.333226247,2.557180225,2.644242994,2.43669963,2.65739325,2.408741593,2.113477277,-0.161708,-0.238603,-0.258773,-0.313072,-0.243635,-0.325851,-0.312772,9.080379,19.2552,7.851686
3.283611412,3.695210763,3.144737353,2.711233267,2.726836212,2.102261572,2.684554083,2,2,2,2,2,2,2,-2.016601949,-2.011733329,-2.003737359,-1.998374063,-2.016954644,-2.122083486,-2.022156956,-2.06523621,-1.791905975,-1.796836887,-1.780088186,-1.7711308,-1.76914176,-1.846331268,-1.81845384,-1.836836623,2.333226247,2.557180225,2.644242994,2.43669963,2.65739325,2.408741593,2.113477277,0.031167,-0.05483,-0.177004,-0.142646,-0.087567,-0.129355,-0.036018,9.080379,19.2552,7.851686
3.493441986,3.898982993,3.335736635,2.55036058,2.797979058,2.135252484,2.870729168,2,2,2,2,2,2,2,-1.478899,-1.467746096,-1.4562652,-1.439015567,-1.467174823,-1.582521884,-1.453185675,-1.526363082,-1.579997953,-1.584892387,-1.564453995,-1.561141686,-1.552226218,-1.63511836,-1.606398001,-1.634097157,2.35818382,2.408966699,2.616279075,2.352057349,2.606160093,2.482304961,2.089912736,-0.187644,-0.163414,-0.219392,-0.166524,-0.314521,-0.316409,-0.139635,2.488719,16.43432,2.569303
2.579277205,2.543010958,1.822515708,2.256250797,2.690294046,2.204646061,3.03874261,2,2,2,2,2,2,2,-1.507084964,-1.489592885,-1.493493383,-1.47467179,-1.510982061,-1.554351828,-1.416477655,-1.530639682,-1.596815983,-1.610123875,-1.581704672,-1.569541122,-1.571163358,-1.628413054,-1.561471019,-1.620692824,3.012686925,3.216022347,2.829382616,2.798439097,2.866970866,2.996377574,3.653239987,-0.068457,-0.166784,-0.125371,-0.267746,-0.254157,-0.283884,-0.256657,2.488719,16.43432,2.569303
3.661179781,3.886079909,3.471735571,2.778464413,2.894003423,2.084586351,2.899302759,2,2,2,2,2,2,2,-1.517925839,-1.504885611,-1.50444291,-1.485814477,-1.524124206,-1.573854055,-1.434831665,-1.534916539,-1.618679644,-1.628626832,-1.595505338,-1.588020243,-1.590100498,-1.650204996,-1.588427252,-1.639123757,3.012686925,3.216022347,2.829382616,2.798439097,2.866970866,2.996377574,3.653239987,-0.010749,-0.108741,-0.172499,-0.253252,-0.217993,-0.22435,-0.257877,2.488719,16.43432,2.569303
3.17310726,3.74226387,3.148560969,2.576954183,2.661799368,1.896636998,2.859569604,2,2,2,2,2,2,2,-1.494076017,-1.474300159,-1.475974192,-1.456843812,-1.495649646,-1.552185001,-1.411889359,-1.509255913,-1.606906841,-1.616852204,-1.58515489,-1.576260912,-1.58149267,-1.640147239,-1.575847749,-1.624043957,2.85439484,2.98687675,2.69502691,2.317429458,2.680780746,2.771152282,3.198408364,0.008966,-0.055049,0.055699,-0.191967,-0.179334,-0.203085,-0.171362,2.529927,15.03609,2.897908
2.881265303,3.076318013,2.414005099,2.555908309,2.658432562,2.089985636,2.856962059,1,1,1,1,1,2,2,-1.541775401,-1.526732663,-1.521961838,-1.508099583,-1.543837423,-1.606357766,-1.462362542,-1.558438864,-1.635497673,-1.645447958,-1.616206234,-1.609859057,-1.610759121,-1.671996737,-1.613586474,-1.655879023,2.206452595,2.710755892,2.53727157,2.194262342,2.644255032,2.64373043,2.890466721,-0.015519,-0.007781,-0.091153,-0.292681,-0.179903,-0.195143,-0.252302,2.529927,15.03609,2.897908
1.683361115,2.223009059,2.606755164,2.283634479,2.386741852,1.710733635,2.545412063,1,1,1,1,2,1,1,-1.624165482,-1.616304683,-1.609557531,-1.595011846,-1.629261366,-1.690867414,-1.556426465,-1.637559039,-1.675861106,-1.682454074,-1.657608025,-1.651857041,-1.655519333,-1.713903993,-1.660310466,-1.694416357,1.892794686,2.392698451,2.338179182,1.891355408,2.072360889,2.03028802,2.095422956,0.046633,-0.174162,-0.22878,-0.069432,-0.225908,-0.095953,-0.139611,2.529927,15.03609,2.897908
2.655980471,0.934644016,2.40791542,1.79886374,1.510439599,1.168333921,1.724120396,2,1,2,1,1,1,1,-1.771600296,-1.76049407,-1.756279935,-1.746551264,-1.776015231,-1.844718399,-1.721611729,-1.78938449,-1.719588225,-1.729552784,-1.705910046,-1.697214719,-1.702001235,-1.760840329,-1.714222931,-1.743006689,1.989158191,2.57724808,2.537540229,1.879293756,2.249161503,2.276373833,2.264551615,0.039872,0.01627,0.044918,-0.182282,-0.158458,-0.112833,-0.147822,9.37488,16.30238,3.444211
2.788010898,2.912579993,2.347416797,2.256273698,2.374441865,1.624004949,2.503126067,2,2,1,2,2,1,1,-2.109832906,-2.101305349,-2.091332788,-2.087514756,-2.113330462,-2.189257735,-2.07721871,-2.122972617,-1.847405694,-1.857392459,-1.835290643,-1.823208268,-1.829396146,-1.889914749,-1.850801318,-1.872022823,1.898022282,2.214299245,2.271565489,1.736860377,2.133382309,2.11216525,1.905957568,0.03324,0.070773,-0.094127,-0.307986,-0.075557,-0.004827,-0.071037,9.37488,16.30238,3.444211
